1.050000000000000000e+02,2.220000000000000000e+02,2.570000000000000000e+02,3.320000000000000000e+02
9.700000000000000000e+01,2.920000000000000000e+02,2.550000000000000000e+02,4.070000000000000000e+02
1.250000000000000000e+02,4.550000000000000000e+02,2.700000000000000000e+02,5.500000000000000000e+02,9.200000000000000000e+01,1.200000000000000000e+01,2.570000000000000000e+02,1.650000000000000000e+02
1.220000000000000000e+02,5.370000000000000000e+02,2.700000000000000000e+02,6.270000000000000000e+02,8.700000000000000000e+01,1.020000000000000000e+02,2.550000000000000000e+02,2.470000000000000000e+02
1.420000000000000000e+02,6.150000000000000000e+02,2.870000000000000000e+02,6.950000000000000000e+02,1.120000000000000000e+02,1.970000000000000000e+02,2.720000000000000000e+02,3.350000000000000000e+02
1.150000000000000000e+02,3.100000000000000000e+02,2.700000000000000000e+02,4.300000000000000000e+02
1.270000000000000000e+02,4.150000000000000000e+02,2.770000000000000000e+02,5.270000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00,2.700000000000000000e+02,1.400000000000000000e+02
1.170000000000000000e+02,4.900000000000000000e+02,2.670000000000000000e+02,5.900000000000000000e+02,8.500000000000000000e+01,6.500000000000000000e+01,2.570000000000000000e+02,2.150000000000000000e+02
1.400000000000000000e+02,5.550000000000000000e+02,2.850000000000000000e+02,6.470000000000000000e+02,1.150000000000000000e+02,1.450000000000000000e+02,2.800000000000000000e+02,2.900000000000000000e+02
1.370000000000000000e+02,6.350000000000000000e+02,2.800000000000000000e+02,7.150000000000000000e+02,1.070000000000000000e+02,2.350000000000000000e+02,2.720000000000000000e+02,3.670000000000000000e+02
7.500000000000000000e+01,3.250000000000000000e+02,2.450000000000000000e+02,4.470000000000000000e+02
8.000000000000000000e+01,3.970000000000000000e+02,2.450000000000000000e+02,5.120000000000000000e+02,5.200000000000000000e+01,0.000000000000000000e+00,2.270000000000000000e+02,1.070000000000000000e+02
9.500000000000000000e+01,4.550000000000000000e+02,2.550000000000000000e+02,5.570000000000000000e+02,5.700000000000000000e+01,2.200000000000000000e+01,2.400000000000000000e+02,1.750000000000000000e+02
8.000000000000000000e+01,5.070000000000000000e+02,2.420000000000000000e+02,6.100000000000000000e+02,3.700000000000000000e+01,6.700000000000000000e+01,2.220000000000000000e+02,2.220000000000000000e+02
